attendance_percentage,avg_unit_marks,sir_term_test_avg,school_term_test_avg,homework_completion_rate,behavior_score,final_grade
51.42,58.85,67.8,59.65,45.07,50.53,S
63.88,81.15,91.61,78.16,91.15,73.79,A
48.87,55.9,54.82,47.06,71.09,81.62,S
87.8,59.44,21.92,47.38,70.87,93.34,S
66.48,75.25,65.8,58.97,88.61,65.09,C
66.37,64.76,47.2,69.18,55.74,78.39,C
73.5,69.3,50.81,50.54,71.92,78.03,C
74.94,99.11,40.19,56.59,38.53,80.58,C
58.27,59.43,52.56,64.18,58.94,66.07,S
96.54,70.69,48.78,52.48,100.0,71.47,C
64.66,51.3,49.02,44.92,44.41,58.14,S
62.56,76.83,52.38,53.44,95.4,94.43,C
70.77,52.38,42.71,73.24,65.91,69.2,C
62.8,49.61,66.4,29.06,89.9,66.99,S
72.76,38.26,59.75,50.78,69.0,97.08,S
77.67,49.11,45.77,71.09,95.97,79.23,C
85.33,77.19,88.38,20.0,83.34,89.76,C
54.92,47.29,42.98,41.97,60.37,78.64,W
87.99,86.63,43.24,39.42,96.32,84.7,C
76.24,74.47,59.4,69.54,63.28,79.03,C
52.34,51.24,46.46,49.76,51.47,67.0,S
52.28,75.97,58.35,20.49,53.3,80.05,S
66.85,51.06,58.51,65.56,41.27,83.25,S
63.0,64.64,59.29,46.4,49.53,70.71,S
99.38,37.77,93.85,52.29,70.71,58.7,C
63.43,54.94,39.09,53.4,61.86,100.0,S
57.51,67.05,64.96,34.45,83.74,69.03,S
37.61,78.2,37.66,34.95,83.76,69.79,S
88.77,89.2,47.1,75.45,54.89,100.0,B
64.61,85.52,76.88,64.95,56.59,72.73,B
42.7,69.49,66.99,60.94,10.53,56.02,S
63.78,70.83,65.79,54.26,82.7,59.61,C
84.15,74.49,67.55,54.0,100.0,82.4,B
60.47,69.97,75.05,45.06,91.79,80.73,C
39.86,70.99,51.88,69.82,88.88,77.93,C
99.98,61.43,72.5,75.71,68.05,86.68,B
66.08,56.55,33.75,63.31,76.51,92.69,S
86.87,59.3,36.44,67.52,92.22,86.33,C
91.27,60.76,50.67,41.79,68.88,73.82,C
78.1,62.41,57.33,40.91,88.83,76.15,C
72.38,50.05,33.36,86.78,81.09,50.64,C
86.45,83.45,62.49,93.16,74.33,53.75,B
80.48,69.9,47.93,70.62,36.65,89.86,C
61.83,45.3,57.72,67.53,73.28,63.86,S
67.41,42.34,55.51,81.65,69.91,87.89,C
96.83,53.24,56.27,100.0,98.89,49.91,B
80.81,65.01,76.53,41.61,53.21,64.86,C
66.42,81.31,36.38,44.3,34.22,90.11,S
94.07,58.46,54.04,67.97,99.49,81.13,B
64.54,32.62,37.7,59.61,56.89,77.92,W
66.71,43.84,36.46,92.37,87.78,100.0,C
83.1,56.4,86.47,57.27,74.42,74.36,C
30.8,97.09,69.82,65.26,68.76,77.45,C
66.04,77.33,33.86,62.09,81.23,72.02,C
80.56,45.17,40.68,63.21,83.57,46.88,S
82.83,54.14,56.14,28.53,52.97,89.49,S
75.49,57.34,57.67,68.76,78.81,73.87,C
91.39,84.41,68.27,59.2,83.15,79.71,B
90.91,82.99,39.63,34.11,55.98,89.64,C
51.36,72.9,67.25,83.58,73.61,54.85,B
60.61,41.36,49.24,53.98,46.69,97.06,S
55.12,91.92,83.7,77.76,56.12,80.14,B
55.84,83.22,58.52,48.99,45.53,37.84,S
59.42,87.26,51.94,54.27,83.11,100.0,C
94.88,45.55,21.15,100.0,100.0,77.83,C
55.94,84.26,57.84,55.51,87.89,80.02,C
57.21,58.51,73.22,69.23,75.24,89.0,C
69.57,68.57,20.0,48.11,85.28,69.14,S
68.01,44.17,80.07,70.07,86.51,49.11,C
72.59,59.4,54.39,44.45,63.08,87.74,S
46.31,100.0,69.68,57.07,88.14,53.22,B
65.03,62.58,87.31,56.98,79.0,66.16,C
82.3,98.54,79.91,56.21,83.51,83.66,B
82.6,87.24,82.09,55.2,82.84,69.25,B
61.15,59.61,58.47,21.45,87.21,33.49,S
100.0,95.04,54.78,58.21,76.06,66.16,B
77.89,62.12,58.11,61.99,43.73,75.59,C
77.45,67.58,55.68,83.03,62.93,78.41,B
94.46,63.41,64.29,55.88,94.75,71.13,C
94.25,62.93,42.81,72.95,63.91,84.31,C
34.06,65.1,50.81,34.61,58.94,66.39,W
74.28,37.65,66.33,88.06,75.62,87.13,C
91.42,89.73,97.4,47.02,55.63,86.75,B
85.62,80.51,97.79,58.25,78.52,60.29,B
100.0,58.27,53.84,50.37,57.1,64.06,C
67.14,37.68,44.29,100.0,84.71,88.89,C
92.66,100.0,24.57,30.94,53.93,67.95,C
70.49,56.06,64.39,58.78,55.54,42.37,S
60.11,54.02,55.06,33.15,60.18,58.04,S
73.11,43.54,43.02,29.21,66.93,62.0,W
88.6,73.12,58.6,40.46,77.61,85.36,C
77.14,97.07,69.19,78.1,72.67,85.13,A
63.05,55.83,66.99,65.53,80.15,91.51,C
53.63,45.51,64.59,42.06,100.0,82.74,S
73.83,54.69,50.4,58.66,72.24,68.15,C
70.9,91.89,87.69,63.54,43.17,83.08,B
98.31,92.4,74.69,89.29,71.07,84.42,A
64.79,70.85,86.59,45.03,52.77,76.46,C
71.6,77.98,50.93,95.81,44.21,93.81,B
63.53,29.08,64.76,52.4,47.81,49.78,S
74.87,84.52,71.7,59.25,79.58,74.59,B
53.55,36.58,55.94,54.47,87.02,86.36,S
84.08,59.39,32.39,67.07,80.5,39.17,C
62.48,51.18,62.37,40.33,69.24,71.84,S
72.61,50.67,47.22,34.23,77.6,83.57,S
63.44,95.41,53.71,91.66,57.16,44.6,B
81.03,69.97,60.69,43.87,69.31,67.33,C
70.46,81.83,63.68,71.42,65.36,69.87,B
57.7,57.6,20.0,45.02,68.36,83.46,W
70.97,71.95,20.0,56.75,36.41,56.88,S
72.19,90.53,67.42,58.4,69.61,64.3,B
66.84,73.55,32.29,71.05,62.23,87.38,C
89.42,31.54,48.37,39.18,33.75,59.51,W
100.0,77.19,98.35,76.24,55.16,69.27,A
83.83,73.75,48.45,24.78,100.0,72.88,C
70.11,67.27,55.15,60.7,95.74,73.13,C
57.56,61.77,50.71,89.33,93.42,76.61,C
55.82,40.48,60.3,65.4,62.51,67.8,S
66.11,64.53,20.0,33.77,57.46,93.11,W
62.79,68.61,64.53,86.55,95.25,74.14,B
67.87,51.72,55.18,48.45,81.07,81.3,S
83.88,90.19,97.26,60.74,91.99,69.73,A
92.78,86.23,80.17,60.07,56.63,54.08,B
74.4,95.66,53.8,75.27,86.88,70.74,B
94.75,20.0,35.54,37.86,53.61,80.04,W
79.35,72.88,71.92,37.1,45.64,80.94,C
65.55,33.59,79.43,88.69,100.0,77.81,B
84.39,92.4,47.17,82.43,75.51,88.71,B
77.79,90.93,64.47,25.35,99.04,60.79,C
93.8,63.2,83.52,82.96,78.6,82.63,B
81.34,24.72,62.37,33.45,73.42,57.86,W
57.23,97.1,81.39,57.91,73.7,71.28,B
83.55,51.48,79.87,52.43,61.6,75.33,C
66.13,71.57,49.25,68.31,94.32,64.21,C
73.04,74.23,51.28,68.22,81.11,91.25,C
65.91,46.14,53.85,36.71,81.29,57.57,S
100.0,90.92,60.25,77.08,37.26,100.0,B
66.15,62.59,22.88,68.7,47.87,76.52,S
66.84,43.45,43.91,62.97,44.37,63.77,S
84.95,100.0,69.55,37.82,62.66,75.47,B
69.76,83.06,64.35,77.97,63.71,94.88,B
72.5,45.58,100.0,20.0,55.23,65.59,S
100.0,100.0,89.88,50.73,100.0,80.53,A
89.66,68.59,59.01,52.46,65.81,84.13,C
80.51,64.37,90.19,20.0,80.2,85.77,C
92.2,63.7,64.16,79.69,99.82,70.49,B
79.0,98.57,20.0,42.82,99.32,91.39,C
82.84,56.03,42.36,44.99,100.0,65.57,S
76.52,49.93,76.86,46.15,68.05,49.75,C
50.8,65.15,33.5,100.0,28.77,63.0,C
75.25,57.7,37.92,36.93,50.19,70.7,S
100.0,66.56,83.66,69.15,92.28,33.0,B
70.43,91.14,48.57,96.77,99.68,67.96,A
67.45,44.73,47.41,30.88,78.58,53.16,W
84.06,77.56,26.78,92.1,80.27,86.25,B
63.62,77.45,82.53,55.83,100.0,75.66,B
92.11,70.86,71.71,21.23,77.42,63.98,C
62.3,99.88,55.72,35.93,62.82,55.49,C
96.51,51.09,70.59,87.83,60.0,82.98,B
59.55,100.0,78.73,53.76,54.54,73.29,B
69.9,100.0,35.49,60.97,69.63,73.24,C
73.37,62.68,77.46,71.4,78.38,30.0,C
79.5,31.89,72.93,90.44,51.48,71.07,C
66.01,89.71,61.9,96.02,78.28,78.64,A
76.02,81.36,25.25,59.88,68.6,85.88,C
72.18,44.23,60.15,34.18,31.49,85.91,W
83.69,74.34,86.06,43.37,41.38,73.95,C
69.79,48.15,58.4,44.54,33.28,68.38,S
57.95,69.63,46.88,82.46,100.0,85.19,B
51.73,95.1,91.51,58.41,96.46,66.72,B
47.01,49.79,94.59,25.2,69.99,75.51,S
67.31,56.13,61.44,45.63,41.56,78.23,S
91.1,82.39,43.81,30.47,64.32,98.52,C
84.68,79.08,77.8,67.26,72.41,84.93,B
66.81,36.71,74.46,85.23,47.64,87.33,C
100.0,64.96,43.64,60.71,58.99,65.75,C
81.5,32.93,31.12,58.42,69.55,80.15,S
100.0,67.09,71.96,36.54,85.36,67.1,C
76.07,62.82,80.66,29.18,24.34,71.8,S
82.03,68.05,84.64,67.62,58.72,40.12,B
71.44,85.56,52.16,58.62,78.43,59.77,C
84.35,97.74,56.54,33.16,68.67,41.63,C
80.05,74.05,93.51,53.73,78.17,62.08,B
69.65,34.5,56.1,51.28,75.98,65.65,S
76.25,58.33,53.37,59.77,70.81,86.42,C
73.19,58.0,56.38,42.28,62.8,100.0,S
61.31,59.43,52.25,52.56,63.38,79.19,S
49.35,85.74,72.65,30.66,24.62,60.34,S
71.36,100.0,70.87,20.0,56.21,74.2,C
78.81,38.71,57.3,42.21,47.92,78.89,S
86.61,81.82,71.49,47.06,84.29,79.64,B
77.01,52.77,50.06,59.63,100.0,79.52,C
65.83,48.35,50.16,100.0,62.01,88.6,C
69.36,70.22,75.83,45.42,57.18,99.88,C
89.77,80.81,75.75,68.11,100.0,75.66,B
83.66,35.98,43.5,31.58,95.48,36.71,W
68.97,20.0,43.37,47.2,97.7,80.95,W
62.5,86.32,60.36,58.83,45.95,60.15,C
62.62,65.93,61.56,91.97,77.7,34.39,B
78.94,36.0,40.68,40.13,56.73,54.37,W
78.05,36.78,67.13,100.0,43.41,70.73,C
37.15,58.98,72.85,73.85,71.55,88.34,C
100.0,99.25,49.55,26.08,61.88,60.8,C
81.77,41.38,58.54,76.44,67.99,60.81,C
92.62,27.42,53.44,57.08,70.32,77.71,S
84.16,64.29,52.64,49.03,57.77,86.81,C
65.3,81.94,60.38,46.53,82.37,64.09,C
84.57,69.25,48.07,69.63,80.93,92.36,C
89.49,74.83,37.45,100.0,41.93,89.24,B
81.47,41.52,57.51,56.27,96.11,64.3,C
71.07,20.0,94.7,34.45,76.54,73.48,S
73.53,81.2,93.43,63.53,83.1,79.93,B
90.26,55.74,81.51,82.43,91.65,65.1,B
72.47,69.79,32.58,93.09,69.75,79.26,C
66.34,38.46,47.92,62.82,83.47,77.43,S
80.2,58.26,69.92,90.62,84.1,87.14,B
79.41,34.94,39.11,68.01,69.78,81.6,S
100.0,79.52,85.18,60.08,53.86,74.13,B
62.93,96.17,75.81,69.45,94.72,44.7,B
83.82,38.79,59.85,51.14,83.23,78.42,S
95.18,52.96,74.18,61.57,37.29,61.22,C
72.75,87.25,69.27,32.31,67.19,100.0,C
76.67,58.45,69.83,74.79,60.88,82.54,C
70.07,79.39,63.39,68.6,54.82,62.68,C
89.18,63.41,65.7,51.26,87.97,65.88,C
72.97,80.72,83.46,46.48,100.0,79.7,B
59.36,72.38,52.34,67.55,69.14,76.11,C
61.33,84.8,36.88,33.61,77.35,99.04,S
69.71,79.02,81.47,75.92,63.78,58.63,B
41.89,59.74,83.56,33.27,84.0,60.75,S
76.59,79.16,46.81,61.75,61.7,85.58,C
78.53,66.13,91.17,72.57,56.19,73.71,B
73.86,66.61,100.0,66.16,29.28,66.86,B
46.01,58.4,20.25,38.83,39.59,80.76,W
75.01,71.06,57.91,27.33,80.27,100.0,C
81.14,56.48,31.44,38.02,79.06,91.1,S
78.91,81.0,74.15,69.14,56.83,77.61,B
62.27,65.35,66.62,94.93,43.81,82.22,B
97.22,80.18,76.66,70.93,95.97,58.69,A
54.21,64.87,20.0,85.07,94.41,68.5,C
69.44,63.55,61.04,60.8,81.16,72.41,C
89.15,73.92,47.86,87.37,42.83,73.62,B
89.5,50.54,66.19,69.95,52.79,73.91,C
72.65,53.97,100.0,41.21,90.1,69.11,C
58.7,67.06,72.98,78.25,100.0,100.0,B
78.76,51.74,69.06,52.14,88.52,55.54,C
100.0,82.12,26.32,42.4,86.32,92.65,C
55.92,79.26,21.05,56.03,92.24,66.73,S
52.4,67.92,47.91,71.85,52.29,63.41,C
44.68,68.4,56.78,31.86,73.88,90.41,S
71.77,70.36,65.47,31.5,100.0,67.94,C
84.84,80.38,57.21,71.35,74.92,53.74,B
70.02,52.75,50.77,29.31,92.53,99.03,S
89.67,90.41,53.11,44.0,54.43,84.66,C
78.41,63.46,85.9,66.91,53.23,64.79,B
85.23,85.83,71.03,99.73,100.0,81.62,A
62.42,38.8,52.25,74.57,100.0,81.26,C
92.53,60.09,72.46,76.11,30.41,68.8,C
89.25,70.49,36.07,20.0,62.68,73.93,S
61.74,67.86,70.13,72.76,22.88,55.29,C
70.43,76.44,69.78,68.38,62.33,70.09,B
64.08,80.36,41.59,76.7,74.16,74.32,C
65.15,37.89,47.05,50.74,22.62,72.04,W
88.87,76.34,50.08,59.03,58.88,77.23,C
98.1,84.37,70.42,47.16,85.0,49.7,B
71.21,76.67,74.81,72.74,75.9,72.06,B
83.07,45.94,43.11,59.36,73.46,47.62,S
81.83,80.45,58.45,100.0,56.34,69.58,B
69.07,63.48,53.43,27.05,59.07,73.54,S
93.43,100.0,86.71,40.94,56.08,72.61,B
100.0,61.69,33.45,46.97,85.14,85.35,C
72.0,78.67,20.0,60.28,87.21,62.51,C
62.45,27.67,91.8,42.16,74.82,84.06,S
97.68,61.92,49.21,61.81,95.68,72.45,C
60.68,34.18,35.57,77.02,63.59,65.89,S
64.26,66.7,55.21,51.99,96.99,98.07,C
50.85,71.55,44.46,52.54,76.19,71.81,S
78.46,78.46,65.89,43.77,57.42,53.4,C
62.19,100.0,44.16,31.75,76.4,73.34,C
72.07,93.18,70.98,46.34,61.51,67.46,C
88.12,58.84,24.14,56.94,39.26,100.0,S
60.51,61.76,65.16,51.65,64.2,81.33,C
97.89,80.35,89.57,34.97,76.35,77.33,B
80.27,92.52,55.58,49.08,80.68,48.33,C
71.45,62.32,41.59,81.26,48.76,72.96,C
79.4,92.07,59.79,78.6,84.01,76.85,B
58.66,36.31,62.13,46.06,88.39,86.19,S
72.23,41.85,70.21,35.61,54.83,60.31,S
72.92,88.4,59.9,48.25,39.49,83.28,C
63.29,67.35,52.92,76.44,66.86,74.12,C
82.29,100.0,77.77,56.05,70.06,67.13,B
60.75,53.94,44.56,72.37,48.58,95.0,S
86.28,65.41,60.01,45.74,75.4,91.32,C
64.45,34.33,74.06,65.14,47.6,64.0,S
62.11,50.51,53.53,52.14,56.98,63.63,S
71.57,68.35,53.67,83.49,80.16,51.14,B
82.86,77.11,51.31,25.11,70.16,74.88,S
58.18,35.98,58.25,52.87,61.65,73.75,S
58.46,56.3,70.67,50.3,36.56,67.91,S
58.95,70.34,66.38,21.51,85.18,58.32,S
98.39,64.02,35.07,32.88,76.96,69.13,S
73.55,97.26,46.02,59.32,98.4,79.06,B
50.9,75.11,36.74,88.95,53.54,100.0,C
97.01,49.07,60.4,74.58,85.67,81.64,B
93.78,62.54,52.67,50.37,87.17,80.48,C
79.37,80.9,20.0,64.82,74.37,100.0,C
52.07,96.14,61.51,68.76,100.0,83.41,B
81.01,69.85,50.33,57.37,55.69,74.33,C
39.96,73.58,57.57,50.6,74.4,53.5,S
100.0,62.94,57.08,36.76,70.48,95.8,C
90.54,82.09,70.93,50.11,41.0,71.98,C
71.46,85.98,66.19,93.47,93.95,68.15,A
48.07,92.71,87.19,27.94,100.0,80.73,C
77.41,97.3,86.89,72.33,79.46,84.25,A
69.0,63.9,41.95,50.67,62.67,65.47,S
77.05,58.52,70.04,22.31,67.73,76.97,S
70.34,61.55,28.3,65.84,82.95,82.4,C
90.58,69.03,69.57,61.43,83.75,51.34,B
61.6,96.74,20.0,54.92,93.45,73.6,C
68.92,67.59,52.94,58.68,56.33,91.63,C
96.35,62.33,32.27,46.48,66.32,82.58,S
59.88,49.62,70.21,78.66,57.57,55.0,C
100.0,80.67,54.66,77.12,67.51,88.01,B
77.39,66.83,57.73,26.16,100.0,60.88,S
54.6,60.74,40.77,56.86,83.76,89.93,S
87.22,58.89,60.99,66.97,34.84,83.56,C
53.14,100.0,51.91,53.93,54.61,65.55,C
100.0,83.81,29.02,91.09,93.86,70.78,B
79.6,64.7,99.45,40.48,72.92,68.58,C
53.5,100.0,36.37,62.84,35.19,69.01,C
81.33,48.51,71.74,52.08,93.2,95.43,C
66.2,66.53,63.67,71.63,70.29,77.85,C
71.35,67.3,85.96,72.21,84.03,85.85,B
72.69,71.38,38.3,85.91,14.34,73.69,C
92.11,37.72,68.0,43.02,62.62,89.19,S
77.97,24.31,40.47,79.46,78.98,100.0,S
100.0,58.16,100.0,58.54,50.75,65.5,B
41.15,97.14,91.9,35.66,65.44,76.43,C
60.59,29.9,55.79,50.94,62.23,78.34,S
96.44,58.94,63.41,73.99,81.08,65.78,B
76.45,75.95,37.43,85.8,98.63,64.16,B
77.91,77.85,49.09,68.6,73.27,52.98,C
81.89,43.0,78.78,43.23,66.77,95.58,C
82.45,43.41,39.7,44.82,77.89,80.37,S
62.35,41.66,65.63,54.0,100.0,75.55,C
100.0,41.59,28.54,33.36,93.78,100.0,S
63.27,55.79,36.62,20.0,84.37,78.35,W
75.16,37.0,92.8,46.93,80.67,53.18,C
72.14,70.83,66.54,61.4,79.89,58.04,C
77.96,67.28,64.63,59.59,44.54,55.23,C
41.79,81.35,76.55,76.56,76.14,43.0,B
59.6,68.41,62.71,53.1,77.38,75.17,C
76.81,52.22,79.64,48.52,43.39,63.44,C
69.77,84.88,59.15,53.9,45.03,86.78,C
65.22,63.0,89.6,69.19,37.43,48.46,C
74.04,40.75,72.97,58.93,73.31,64.4,C
100.0,100.0,54.43,65.77,71.95,71.1,B
62.52,43.3,37.29,66.92,59.61,36.33,S
81.67,64.23,86.93,66.21,40.43,41.55,C
64.21,52.5,78.86,57.8,92.67,55.13,C
89.48,79.42,20.0,87.1,71.87,80.88,B
62.03,90.5,36.28,76.31,86.41,60.39,C
100.0,69.63,73.08,24.4,100.0,56.63,C
90.37,45.1,47.62,75.35,90.55,55.93,C
91.36,85.9,41.24,93.17,40.86,65.63,B
82.19,47.93,65.28,63.3,66.26,87.49,C
71.57,69.63,82.93,75.4,85.72,57.76,B
82.87,47.43,34.37,56.42,51.91,86.86,S
87.22,26.95,43.43,25.88,60.75,81.83,W
71.37,53.2,86.0,20.0,94.74,66.84,S
73.83,54.45,90.86,30.92,70.23,82.91,C
50.83,46.6,57.04,38.49,53.69,69.75,W
84.74,58.15,81.57,36.05,44.96,100.0,C
65.13,38.78,25.16,81.65,63.17,71.19,S
72.61,85.26,56.41,100.0,72.68,90.93,A
87.08,64.27,48.26,65.3,80.2,66.41,C
77.5,89.72,100.0,76.8,100.0,65.56,A
85.53,91.77,42.07,47.32,100.0,60.37,C
54.88,95.56,83.94,67.51,69.09,68.42,B
79.23,96.6,64.77,100.0,52.04,74.7,A
69.4,43.3,56.94,67.18,80.48,100.0,C
81.97,88.0,61.32,94.92,100.0,82.97,A
60.11,54.02,65.64,68.04,83.97,81.9,C
75.1,52.28,68.02,98.81,90.4,83.02,B
90.44,57.58,49.83,41.55,67.49,68.67,S
93.12,55.49,43.95,100.0,60.97,77.3,B
81.77,42.27,84.71,72.02,100.0,64.81,B
76.49,65.79,65.28,26.0,72.22,53.6,S
80.38,22.43,22.97,76.01,59.06,60.18,S
94.06,71.55,77.44,54.34,100.0,65.93,B
100.0,63.77,26.91,68.62,76.3,59.23,C
61.17,64.51,66.99,20.0,91.06,67.58,S
55.02,83.82,59.53,84.76,78.76,74.98,B
72.71,74.65,51.73,39.24,82.2,72.83,C
75.5,86.79,57.72,58.33,58.01,81.46,C
80.25,83.02,48.42,47.93,85.84,78.78,C
61.41,91.13,26.03,75.25,44.7,100.0,C
51.83,88.05,58.37,49.93,73.71,84.48,C
61.43,48.68,72.99,20.44,58.32,100.0,S
60.48,87.96,48.28,69.2,83.09,91.93,B
72.0,100.0,48.21,63.15,74.91,58.17,B
70.71,68.23,51.36,100.0,53.23,92.69,B
87.85,64.72,42.7,41.1,59.64,48.21,S
59.95,35.35,86.92,71.61,85.72,83.83,C
77.5,94.21,47.78,60.35,84.94,55.18,B
100.0,65.57,62.84,85.65,88.3,75.57,B
76.95,34.92,48.87,69.38,78.88,93.32,S
73.19,37.25,81.13,89.59,87.96,72.55,B
90.67,100.0,62.3,29.14,58.27,84.38,C
50.93,68.39,67.61,91.77,96.2,87.97,B
42.56,83.42,74.11,63.63,35.4,63.35,C
57.5,24.7,59.94,40.45,100.0,72.47,S
94.41,33.62,49.4,60.13,51.84,68.67,S
71.73,60.32,97.1,66.32,79.59,83.09,B
84.19,63.34,53.59,61.67,93.14,91.89,C
71.39,80.36,56.11,58.75,60.53,72.28,C
95.12,66.85,62.71,26.16,63.82,71.38,C
62.56,65.43,51.42,59.76,72.43,60.66,C
69.02,66.55,83.69,63.65,56.76,80.99,C
100.0,83.33,70.95,73.96,98.8,91.13,A
83.5,86.37,38.37,24.95,73.14,76.03,S
66.84,81.52,22.74,46.24,60.3,50.46,S
97.42,37.82,48.23,77.98,82.92,58.38,C
85.24,70.8,100.0,66.89,67.18,62.15,B
63.84,48.48,87.42,58.4,81.3,97.71,C
39.62,90.58,61.11,67.57,53.43,63.67,C
82.33,100.0,80.07,85.84,66.16,66.0,A
63.29,55.23,20.0,42.05,58.79,72.37,W
76.98,72.25,59.7,45.21,30.73,66.37,S
60.41,74.32,78.19,78.65,85.14,73.0,B
67.17,50.06,29.85,79.82,66.51,56.3,S
62.6,47.66,60.86,81.48,63.04,41.21,C
72.16,61.88,55.5,44.2,74.35,75.99,S
74.63,73.25,51.4,47.3,97.6,83.39,C
87.4,89.52,70.52,78.42,38.41,78.06,B
72.26,98.55,78.55,44.13,77.46,77.52,B
81.81,44.62,67.2,52.98,75.65,64.13,C
66.22,88.48,38.97,36.49,68.97,63.42,S
61.72,67.1,29.9,35.82,100.0,81.89,S
63.8,73.36,71.35,79.88,67.46,89.65,B
44.42,43.87,63.28,65.25,51.76,78.89,S
65.64,59.46,80.5,78.0,50.06,59.14,C
68.83,64.47,46.84,80.89,76.95,81.09,C
56.0,88.35,20.0,76.35,88.69,68.51,C
94.09,63.74,61.25,65.47,100.0,95.17,B
85.52,46.74,62.87,40.11,86.44,77.11,S
58.13,66.62,43.01,61.33,52.82,75.41,S
86.26,63.94,52.18,62.47,83.94,58.39,C
78.91,91.35,71.47,59.27,82.79,81.79,B
86.3,24.52,28.93,80.11,39.89,81.02,S
69.72,45.08,66.99,62.42,100.0,65.63,C
96.6,72.05,46.78,75.58,81.31,75.54,B
78.99,53.06,43.48,74.71,65.52,73.8,C
79.2,70.31,31.41,86.3,72.42,71.96,C
81.46,69.73,75.34,69.84,84.36,95.26,B
88.25,61.79,37.54,94.69,65.25,67.9,C
48.95,71.77,62.98,24.67,79.07,67.53,S
100.0,53.61,51.3,38.75,95.56,69.41,C
64.13,79.14,32.39,71.75,100.0,83.5,C
84.57,82.4,94.19,84.62,78.79,88.56,A
61.71,80.53,39.89,49.93,10.0,81.02,S
65.34,87.22,67.8,82.73,48.33,90.58,B
100.0,80.28,75.81,61.73,59.51,86.42,B
52.41,56.64,24.58,42.52,82.84,82.58,W
75.76,68.41,22.28,49.8,56.37,65.11,S
83.99,47.79,47.91,20.0,64.12,58.68,W
76.19,45.98,62.09,54.82,100.0,82.46,C
47.41,39.7,61.1,37.54,10.63,95.24,W
85.8,75.42,47.85,67.41,55.91,78.07,C
61.19,95.33,28.6,85.11,70.78,67.66,B
77.51,79.67,87.33,64.89,52.19,75.83,B
100.0,91.95,78.18,75.51,83.99,92.38,A
68.15,37.9,61.38,40.01,48.9,64.2,S
100.0,67.72,67.24,31.11,33.12,62.71,S
96.57,71.69,71.97,74.25,58.17,95.82,B
65.51,93.12,68.85,20.0,55.04,48.23,S
92.45,64.51,20.0,66.27,59.26,52.74,S
100.0,67.15,54.13,49.21,39.73,55.43,C
94.27,55.52,60.44,20.0,43.64,84.15,S
80.67,100.0,86.86,52.92,79.46,70.25,B
100.0,87.98,63.39,62.41,98.9,83.69,B
98.38,21.13,69.22,46.66,100.0,98.2,C
75.49,95.71,95.66,59.64,100.0,74.53,A
71.78,82.32,52.92,59.88,98.19,75.29,B
49.57,72.35,46.07,77.04,83.92,97.07,C
88.61,86.8,46.62,75.69,100.0,64.67,B
100.0,54.01,42.96,64.52,84.32,88.68,C
60.57,73.69,46.29,25.24,51.43,63.74,S
82.82,88.04,30.54,65.74,46.47,84.44,C
65.66,43.97,75.99,45.09,63.68,41.7,S
89.2,81.42,60.11,24.39,94.19,65.01,C
68.2,100.0,45.93,74.33,81.24,80.85,B
79.23,72.53,65.44,56.86,100.0,55.31,B
90.32,81.45,73.97,82.57,68.15,46.97,B
73.92,45.18,45.36,30.67,60.45,66.05,W
39.34,79.0,100.0,71.34,65.94,74.18,B
68.69,66.8,59.26,39.5,100.0,52.69,C
85.77,62.98,98.02,65.5,62.8,71.28,B
75.6,42.14,44.66,20.0,51.54,76.41,W
79.5,25.41,57.26,70.4,66.74,65.49,S
68.82,54.18,47.27,61.82,100.0,63.84,C
70.23,63.97,46.25,82.16,22.58,67.03,C
87.27,59.12,43.58,67.7,88.13,78.16,C
62.98,74.12,51.96,74.39,99.67,35.92,C
76.67,30.29,100.0,47.7,84.93,74.47,C
62.95,46.56,91.71,79.03,100.0,75.83,B
79.32,59.66,54.26,35.08,71.68,63.16,S
81.63,68.4,65.75,94.85,69.25,86.35,B
100.0,91.13,83.06,51.25,74.59,55.23,B
82.48,70.49,60.47,80.6,45.84,99.52,B
88.53,63.59,57.03,68.57,100.0,76.52,B
77.16,65.36,95.64,49.88,69.41,96.95,B
77.21,87.74,41.77,53.48,99.69,64.85,C
72.73,70.13,40.22,48.9,72.25,75.7,S
94.21,95.83,42.88,60.45,83.48,97.75,B
85.78,70.82,73.33,72.82,51.45,77.89,B
96.89,60.85,62.59,52.66,23.72,75.31,C
79.53,54.75,36.91,38.63,85.28,100.0,S
95.74,38.11,77.09,43.41,58.35,68.07,S
85.59,84.19,58.04,56.22,79.29,83.52,B
92.64,39.31,60.4,34.5,68.98,71.61,S
74.3,49.01,30.25,20.0,67.38,68.53,W
64.86,91.45,42.81,89.17,100.0,45.74,B
76.39,57.01,20.0,26.22,85.5,100.0,W
88.54,71.47,59.57,95.02,100.0,66.2,A
45.0,23.04,86.44,56.96,73.66,48.14,S
63.7,59.09,64.16,49.23,49.25,63.23,S
93.12,69.9,72.24,38.22,10.92,67.15,S
62.0,71.98,100.0,73.29,100.0,83.53,B
65.55,71.96,95.61,98.25,58.49,78.8,A
53.56,81.49,91.07,58.88,56.65,80.4,B
81.26,66.62,63.57,54.18,89.92,86.04,C
60.25,44.79,54.91,74.21,72.96,65.35,C
78.92,58.38,77.61,65.33,63.69,78.47,C
94.73,53.61,68.05,56.45,78.54,65.18,C
76.66,87.16,41.26,28.75,44.17,57.44,S
